titulo,data,autoria,tags,principal,texto,label
"Talíria Petrone, deputada do PSOL, quer criar a profissão de ladrão com direito a aposentadoria #boato",29/01/2022,Edgard Matsuki,Eleições 2022;PSOL;Talíria Petrone,"Boato – A deputada federal Talíria Petrone (do PSOL) sugeriu projeto de lei para criar a profissão de ladrão. Função terá, inclusive, direito a aposentadoria.","Em ano de eleição, o que não vai faltar na internet são assuntos que, de certa forma, ajudam a desviar atenção do que seria importante no debate político. Em meio a isso, acusações sem fundamento e ilações começam a aparecer. Uma delas é relacionada à deputada federal Talíria Petrone (PSOL-RJ).",1
Comparação de prédios do CDHU prova que era Bolsonaro é melhor do que era Lula #boato,03/02/2022,Kyene Becker,Eleições 2022;Lula,Boato – Vídeo mostra prédios do CDHU da era Lula e da era Bolsonaro e prova que conjuntos habitacionais de Bolsonaro são melhores.,"Uma das enormes dificuldades do brasileiro (e, consequentemente, das estratégias do governo federal) é o acesso à moradia. Por conta disso, diversas pessoas acabam em lugares de risco, em estado de vulnerabilidade.",1
"Jorge Paulo Lemann é dono da fábrica de absorventes P&G e, por isso, Tabata Amaral sugeriu projeto #boato",10/10/2021,Edgard Matsuki,,"Boato – Está explicado por que a deputada Tabata Amaral sugeriu um projeto para distribuição de absorventes. Seu financiador, Jorge Paulo Lemann, é dono da fábrica de absorventes P&G.",Em meio a diversas questões como,1
Centro de pesquisa Sirius foi criado e implantado por Bolsonaro #boato,,Kyene Becker,,"Boato – Bolsonaro criou e implantou o Sirius, o acelerador de partículas brasileiro, e fez um grande investimento em Ciência no país.","Na última semana, um dos eventos mais comentados na internet foi a visita do presidente Jair Bolsonaro ao Sirius, um acelerador de partículas do tipo síncrotron de 4ª geração, instalado em Campinas (SP).",1
"Saiu o Ibope! Bolsonaro: 88%, todos os outros juntos (Ciro, Marina e Lula): 12% #boato",10/10/2021,Edgard Matsuki,Ciro Gomes;Ibope;Lula;Marina Silva,"Boato – O Ibope aponta que o presidente Jair Bolsonaro está com 88% das intenções de votos para as eleições de 2022. Todos os outros candidatos (Ciro, Marina, Lula etc) estão com 12%.","Nós do Boatos.org já desmentimos muitas notícias falsas sobre pesquisas eleitorais, mas parece que o pessoal que gosta de uma fake news sempre se supera. Falamos isso porque, de acordo com mensagens que estão circulando na internet, o Ibope aponta um resultado estrondoso a favor de Bolsonaro.",1
STF “amarelou” porque Exército agiu e cogita barrar candidatura de Lula (que dançou) #boato,12/10/2021,Kyene Becker,Lula;STF,Boato – Exército mostrou limites para STF e ministros decidem barrar candidatura de Lula para evitar intervenção militar.,"As eleições presidenciais no Brasil, que vão ocorrer em 2022, já estão dando o que falar. As brigas políticas, as alianças entre os partidos e a possibilidade do ex-presidente Lula concorrer ao cargo têm esquentado as discussões sobre o pleito.",1
Lula publica foto de boneco pisando na bandeira do Brasil #boato,08/10/2021,Edgard Matsuki,Lula,"Boato – Como é antipatriota, o ex-presidente Lula resolveu posar com uma foto de um boneco dele pisando na bandeira do Brasil.","O que não faltam na internet são boatos da categoria “engana (falso) patriota”. Neste tipo de fake, boateiros se aproveitam de ideias pré-concebidas sobre símbolos e joga uma bomba. Na história de hoje, os elementos utilizados na história são o ex-presidente Lula, um boneco e a bandeira do Brasil.",1
General Tácito Cavalcanti é o novo ministro da Defesa e anuncia que vai enquadrar o STF #boato,16/10/2021,Edgard Matsuki,STF,"Boato – O general Tácito Cavalcanti foi escolhido como novo ministro da Defesa. Em entrevista coletiva, ele afirma que, “dentro da Constituição”, vai conversar com ministros do STF e apontar seus erros.","Até o próprio presidente Jair Bolsonaro jogar, por assim dizer, “água na fervura” de quem defendia uma intervenção militar no Brasil (algo que, por sinal, configuraria em um golpe), o que não faltava na internet era mensagem apontando que o",1
Câmara dos Deputados vai gastar mais de R$ 3 milhões com engraxate #boato,17/10/2021,Edgard Matsuki,Clássico,"Boato – A Câmara dos Deputados aprovou licitação em que vai contratar serviços de engraxate por mais de R$ 3 milhões (exatamente R$ 3,135 milhões).","A Câmara dos Deputados e o Congresso em geral é um dos maiores alvos das fake news na Internet. A prova disso é que, hoje, vamos falar de um texto que já foi desmentida por aqui.",1
Lula diz que está falando com o demônio e fez pacto com o diabo #boato,24/01/2022,Edgard Matsuki,Eleições 2022;Lula,"Boato – Em vídeo, durante encontro com membros de religiões de matrizes africanas, Lula disse que está falando com o demônio e que fez pacto com o diabo.","Como falamos ontem, o início de 2022 tem trazido, consigo, diversas publicações têm viralizado em redes sociais com o objetivo de “desconstruir” a imagem do ex-presidente Lula. Muitas dessas publicações trazem notícias falsas. É o caso da história de hoje.",1
Polícia do Planalto prendeu homem que fez ameaças a Bolsonaro e Jornal Nacional escondeu #boato,18/10/2021,Edgard Matsuki,Globo;Jornal Nacional,"Boato – O Jornal Nacional só mostrou a Polícia do Planalto prendendo um homem, mas escondeu que ele queria matar o presidente Jair Bolsonaro. "," já manjada em fake news que parece que está sendo colocada em prática com mais frequência: a criação de narrativas falsas em cima de um episódio real. No caso de hoje, ressuscitaram uma história lá de 2019 para atacar a mídia brasileira (mais especificamente, o Jornal Nacional).",1
"Moro está envolvido até o pescoço em falcatrua com inquérito na PF, denunciam jornais #boato",19/10/2021,Edgard Matsuki,Clássico;João Doria;Sérgio Moro,"Boato – Fato comprovado: o ex-ministro da Justiça Sérgio Moro vendeu os inquéritos da Polícia Federal para João Doria. Bolsonaro, jornais e rádios fizeram a denúncia. ","É um pouco frustrante ver que uma das correntes mais clássicas do mundo do esporte passou a ser utilizada com intenções políticas e acabou enganando muita gente. É frustrante, mas não é surpreendente (afinal, no Brasil, esporte virou política e política virou esporte). E a corrente em questão fala do ex-ministro da Justiça e ex-juiz Sérgio Moro.",1
"Dilma iria doar 1.200 tratores para África, mas Bolsonaro descobriu e doou para o Nordeste #boato",26/10/2021,Edgard Matsuki,Dilma Rousseff,"Boato – Os auditores do Bolsonaro descobriram que Dilma iria doar 1.200 tratores para a África. Como os tratores não foram entregues, tudo foi doado para os estados do Nordeste.","Desde quando Bolsonaro assumiu a Presidência da República, o que não faltou na internet foi informação falsa sobre supostas descobertas de “mamatas” de governos anteriores. A mais nova história desta natureza aponta para supostos tratores que iriam para África.",1
Manifestação “Renan Vagabundo” ocorre em frente à casa de senador hoje #boato,25/10/2021,Kyene Becker,Renan Calheiros,"Boato – Manifestantes gritam “Renan Vagabundo”, em frente à casa do senador Renan Calheiros, após relatório da CPI da Covid. ","A CPI da Covid, que busca investigar os desdobramentos da pandemia no Brasil e identificar ações criminosas por parte do governo na condução do combate à Covid-19, está encerrando seus trabalhos.",1
"Felipe Santa Cruz, presidente da OAB, é investigado pelo sumiço de R$ 8 milhões #boato",,Carol Lira,,"Boato – Felipe Santa Cruz, presidente da OAB, é investigado por desvio de R$ 8 milhões da OAB do Rio de Janeiro (RJ).","É sempre assim: na internet, há personagens que volta e meia aparecem em boatos na internet. O presidente da OAB, Felipe Santa Cruz, é uma delas. Aqui, no Boatos.org, o advogado já foi citado como protagonista de histórias (falsas) envolvendo ",1
Tribunal Constitucional Militar (TCM) será criado por Decreto-Lei de Bolsonaro #boato,15/08/2021,Edgard Matsuki,Clássico,"Boato – Por meio de um Decreto-Lei, o presidente Jair Bolsonaro vai criar o Tribunal Constitucional Militar (TCM). O órgão vai julgar todos os bandidos que estão nos poderes da República.","Não é de hoje que o Brasil tem grupos radicais que incitam uma escalada autoritária. Felizmente, há também muita gente vigilante tentando evitar que esses grupos antidemocráticos (que são pequenos, mas barulhentos) cresçam. Mesmo assim com a vigilância, é possível ver algumas mensagens insanas circulando entre esses grupos de lunáticos.",1
"Mourão convoca povo para manifestações de 7 de setembro de 2021, mostra vídeo #boato",15/08/2021,Edgard Matsuki,7 de setembro;Hamilton Mourão,"Boato – Vídeo mostra o general Hamilton Mourão, vice de Bolsonaro, convocando a população para manifestações do dia 7 de setembro de 2021.","Passada a sanha pelo voto impresso, que gerou inúmeras fake news nos últimos, parece que há uma nova pauta entre os boateiros de plantão: as manifestações de 7 de setembro de 2021. E a última história que circula online aponta para o vice-presidente da República, o general Hamilton Mourão.",1
"MST e PT destruíram 500 casas populares que seriam entregues em Santa Cruz do Capibaribe, Pernambuco #boato",18/10/2021,Edgard Matsuki,MST;PT,"Boato – Bolsonaro iria entregar 500 casas populares para pessoas de baixa renda em Santa Cruz do Capibaribe (Pernambuco). Porém, o MST, o PT, o MTST e a esquerda chegaram antes e destruíram tudo.","Nós, do Boatos.org, lidamos com o combate à desinformação há mais de oito anos. Talvez seja por isso que, aos nossos olhos, algumas táticas utilizadas na disseminação de informações distorcidas são mais do que manjadas. E o que ocorre no caso de hoje é a criação de mais uma narrativa falsa em cima de um caso real.",1
"Lula é recebido em Recife sob os gritos de “o ladrão chegou”, mostra vídeo #boato",16/08/2021,Edgard Matsuki,Lula,Boato – Vídeo mostra o momento em que o ex-presidente Lula chega a Recife e é recebido por gritos de “o ladrão chegou” por manifestantes.,"As eleições estão marcadas apenas para o final de 2022, mas na internet a campanha eleitoral já está rolando a todo vapor. A prova disso está nas inúmeras notícias falsas sobre pré-candidatos que circulam por aí. A mais nova delas fala sobre o ex-presidente Lula.",1
Leda Nagle e diretor da PF acabam de denunciar que ordem para matar Bolsonaro partiu do STF e Lula #boato,20/08/2021,Edgard Matsuki,Leda Nagle;Lula;STF,Boato – A jornalista Leda Nagle e o diretor da Polícia Federal Paulo Maiurino acabaram de fazer uma denúncia que pode provocar intervenção no país: a ordem para matar Bolsonaro partiu do STF e Lula.,"É incrível como quem compartilha notícias falsas tem memória curta ou, pelo menos, gosta de ter memória curta. Uma das provas disso está na mais nova bomba (que nem é tão nova) que está circulando entre grupos contrários a Lula e o STF.",1
Bolsonaro disponibiliza avião para feministas protestarem contra Talibã no Afeganistão #boato,,Kyene Becker,,"Boato – Em sinal de ajuda, Bolsonaro disponibiliza aviões para feministas brasileiras protestarem no Afeganistão contra o Talibã.","Nos últimos dias, o mundo tem acompanhado, com apreensão, a volta ao poder do Talibã, no Afeganistão. No dia 15 de agosto de 2021, ",1
"Lula é vaiado e expulso de restaurante no Recife, mostra vídeo #boato",17/08/2021,Edgard Matsuki,Lula,Boato – Vídeo mostra o momento em que o ex-presidente Lula foi vaiado e acabou sendo expulso de um restaurante do Recife.,A ida do ex-presidente Lula a Pernambuco tem gerado algumas fake news,1
Prisão de Sérgio Reis acaba de ser decretada por Alexandre de Moraes #boato,15/08/2021,Edgard Matsuki,7 de setembro;Alexandre de Moraes;Sérgio Reis;STF,Boato – Alexandre de Moraes acabou de decretar a prisão de Sérgio Reis. Mandado foi expedido nesta manhã e prisão será cumprida pela Polícia Federal em São Paulo.,"Nos últimos dias, o Boatos.org viu um tipo de boato voltar a circular: de que caminhoneiros brasileiros iriam entrar em uma “greve geral” e “parar o país” por uma causa de pautas políticas (vimos versões do boato falando de ",1
"Lula disse “lamento que mulheres estejam sofrendo com o Talibã, mas estou feliz” #boato",23/08/2021,Kyene Becker,Afeganistão;Lula;Talibã,"Boato – Lula afirmou que sente muito por mulheres estarem sofrendo com Talibã, mas está feliz, já que os EUA perderam o poder. ","Desde que o Talibã assumiu, novamente, o poder no Afeganistão, o mundo tem olhado com preocupação para o cenário que se desenha no país. Apesar de integrantes do grupo extremista terem garantido que respeitariam os direitos das mulheres, ainda que “à luz da lei islâmica”, notícias dão conta que isso não está acontecendo.",1
