titulo,vinheta,tempo,data_explicita,autoria,lead,principal,texto,label
É #FAKE que Parque do Iguaçu foi criado pelo PT para obrigar Brasil a comprar gás da Bolívia, Fato ou Fake ,Há 2 meses, 12/05/2022 ," Por Roney Domingos, g1 ","Parque Nacional do Iguaçu foi criado em 1939 e a última ampliação foi em 1981. A Agência Nacional do Petróleo (ANP) afirma que não há, atualmente, nenhum bloco exploratório, nem poço ou campo produtor brasileiro na região da cidade de Foz do Iguaçu."," Circula pelas redes sociais um vídeo de um homem dizendo que o ""maior poço de gás do mundo"" foi descoberto em ", O Instituto Chico Mendes de Conservação da Biodiversidade (,1
É #FAKE que g1 publicou reportagem afirmando que iFood pretende encerrar atividades no Brasil, Fato ou Fake ,Há 2 meses, 01/04/2022 ," Por Roney Domingos, g1 ",Print que circula em redes sociais é uma montagem. iFood reitera que conteúdo é falso.," Circula nas redes sociais um print de uma suposta matéria do g1 com o título: ""Ifood pretende encerrar suas atividades de delivery no Brasil"". É #FAKE. ", O g1 não publicou reportagem com esse título e conteúdo. A imagem foi produzida por meio de uma manipulação e é falsa. ,1
"
É #FAKE que Lula chamou Dilma de 'cretina' e descreveu PT como 'organização criminosa' em entrevista", Fato ou Fake ,Há 2 meses, 30/03/2022 , Por O Globo ,Vídeo que circula nas redes sociais é edição de entrevista do ex-presidente à Rádio Teófilo Otoni em 2017.," Circula pelas redes sociais um vídeo no qual o ex-presidente Luiz Inácio Lula da Silva (PT) supostamente descreve a ex-presidente Dilma Rousseff como ""cretina, maldosa, mentirosa, safada"" e afirma que o Partido dos Trabalhadores é uma ""organização criminosa"". É #FAKE. "," O vídeo, na verdade, é editado e tem falas cortadas de uma entrevista realizada em outubro de 2017 para Rádio Teófilo Otoni. Diversas frases do político foram modificadas para formar novas afirmações. ",1
É #FAKE que Câmara de Embu das Artes declarou Putin 'persona non grata', Fato ou Fake ,Há 3 meses, 22/03/2022 ," Por Roney Domingos, g1 ","Imagem com alegação falsa circula em redes sociais. Em nota, Câmara Municipal do município paulista afirma que nunca houve votação nesse sentido."," Circula pelas redes sociais uma mensagem que diz que a Câmara Municipal de Embu das Artes, em São Paulo, declarou o presidente russo Vladimir Putin 'persona non grata' na cidade. É #FAKE. "," A mensagem falsa diz: """,1
Fato ou Fake: vídeo de sequestro de crianças é encenação com atores, G1 Fato ou Fake ,Há 3 meses,,,.,,,3
Criar e compartilhar fake news é crime?, G1 Fato ou Fake ,Há 3 meses,,,Especialistas explicam se no Brasil há uma lei específica que pune quem cria notícias falsas e por que o debate sobre liberdade de expressão e combate à desinformação é complexo nas redes sociais.,,,3
É #FAKE receita que ensina como fazer gasolina em casa com óleo de cozinha usado, Fato ou Fake ,Há 3 meses, 23/03/2022 ," Por Roney Domingos, g1 ","Renato Romio, chefe da Divisão de Motores do Instituto Mauá de Tecnologia, afirma que receita é um absurdo e provoca danos aos veículos. Vídeo viral tem mais de 1 milhão de visualizações.", Circula pelas redes sociais um vídeo que promete ensinar a fazer gasolina em casa. As imagens sugerem que o autor do vídeo aproveita óleo de cozinha usado e mistura com gasolina para fazer mais combustível. É #FAKE. ," O vídeo que circula no Facebook tem mais de 1,1 milhão de visualizações desde 13 de março. Apresenta as legendas como ""faça gasolina em casa"" e ""os postos de gasolina não querem que você saiba disso"". ",1
Fato ou Fake: Criar e compartilhar fake news é crime?, Fato ou Fake ,Há 3 meses, 12/05/2022 ," Por Gessyca Rocha, Clara Velasco e Roney Domingos, g1 ",Especialistas explicam se no Brasil há uma lei específica que pune quem cria notícias falsas e por que o debate sobre liberdade de expressão e combate à desinformação é complexo nas redes sociais.,," No Brasil, o Código Penal prevê três configurações de crimes ligados a boatos e mentiras, os chamados crimes de honra. São eles: calúnia, difamação e injúria. ",3
É #FAKE que vídeo de homem fumando dentro de saco preto mostre farsa na guerra da Ucrânia, Fato ou Fake ,Há 3 meses, 18/03/2022 ," Por Roney Domingos, g1 ",Imagens fazem parte de gravação de clipe russo e foram publicadas no Tik Tok pelo diretor de arte do vídeo. Cenas já foram usadas antes  também para alegar que a pandemia de Covid é uma farsa., Circula nas redes sociais um vídeo que mostra sacos plásticos pretos na caçamba de um caminhão e dentro de um deles um homem fumando um cigarro. Legendas sugerem que o vídeo foi feito na Ucrânia e que as mortes de civis no país durante a guerra seriam uma farsa. É #FAKE. ," A legenda falsa diz: ""E é assim que as vítimas dos bombardeios na Ucrânia se comportam. O cadáver está aparentemente cansado de ser a vítima do 'ocupante russo'"". ",1
É #FAKE que EUA admitiram ter laboratórios de armas biológicas na Ucrânia em 2022, Fato ou Fake ,Há 3 meses, 23/03/2022 ," Por Roney Domingos, g1 ",Alegação falsa distorce declarações da subsecretária de Estado dos EUA Victoria Nuland ao Senado.  ," Circulam nas redes sociais mensagens que dizem que a subsecretária de Estado dos EUA, Victoria Nuland, admitiu que havia laboratórios norte-americanos de armas biológicas na Ucrânia. É #FAKE. ", Veja o que diz uma das versões da mensagem falsa: ,1
É #FAKE que vídeo gravado de janela de avião mostre queda de aeronave na China em 2022, Fato ou Fake ,Há 3 meses, 21/03/2022 ," Por Roney Domingos, g1 ",Imagens estão na internet desde 2019 e foram feitas em um simulador de voo para retratar a queda de uma aeronave da Ethiopian Airlines naquele ano. , Circula nas redes sociais um vídeo de dez segundos gravado de dentro de um avião e que mostra a queda da aeronave. Legendas afirmam que as imagens retratam o , ,1
É #FAKE que ucraniana protestou com cartaz pedindo que Zelensky fosse Bolsonaro, Fato ou Fake ,Há 3 meses, 11/03/2022 , Por O Globo ,Imagem manipulada digitalmente não traduz frase de cartaz que aparece na foto original. Manifestante pediu que a Ucrânia fosse salva e o fim das ações de Putin.," Circula pelas redes sociais uma imagem mostrando uma mulher supostamente protestando contra a guerra na Ucrânia com um cartaz em que está escrito, em inglês, ""Queríamos que Zelensky fosse Bolsonaro"". As legendas que acompanham a foto descrevem que a frase é uma tradução dos dizeres originais do cartaz. É #FAKE. "," Na verdade, a frase inserida digitalmente não compreende o significado da mensagem exibida no protesto. ",1
É #FAKE imagem do presidente da Ucrânia segurando camisa de futebol estampada com suástica nazista, Fato ou Fake ,Há 3 meses, 08/03/2022 ," Por Roney Domingos, g1 ","Foto que circula em redes sociais é uma montagem feita em cima de uma imagem real, em que ele posa com camisa da seleção ucraniana. Fraudadores inseriram suástica."," Circula pelas redes sociais uma foto do presidente da Ucrânia, Volodymyr Zelensky, segurando uma camisa da seleção nacional de futebol do país estampada com uma suástica nazista. É #FAKE. ", A imagem que circula em redes sociais é uma montagem feita em cima de uma foto real em que Zelensky posa com a nova camisa da seleção ucraniana. Ele publicou essa foto original em seu perfil verificado no Instagram em 8 de junho de 2021. ,1
Fato ou Fake: Por que as pessoas acreditam em fake news?, Fato ou Fake ,Há 3 meses, 12/05/2022 ," Por Clara Velasco e Gessyca Rocha, g1 ","Psicólogo explica que procuramos informações que confirmem as nossas crenças e descartamos aquelas que são contrárias ao que acreditamos. Além disso, funcionamento das redes sociais ajuda a aumentar a polaridade entre as pessoas.",," Receitas caseiras, teorias da conspiração, montagens, informações desencontradas… Estas são apenas algumas das modalidades das fake news que se espalharam e atingiram milhões de brasileiros desde que a pandemia começou. Uma enxurrada de desinformação que só tem aumentado com a guerra na Ucrânia e a proximidade das eleições em 2022. ",3
É #FAKE que ex-miss Ucrânia se juntou à resistência armada contra a Rússia, Fato ou Fake ,Há 3 meses, 08/03/2022 ," Por Roney Domingos, g1 ",Foto viral em que ela segura um fuzil gerou publicações que induzem a erro. Ela explica logo depois que arma era uma réplica usada em airsoft. Afirma também que não é uma militar.  , Circula nas redes sociais uma foto da ex-Missa Ucrânia Anastasiia Lenna segurando um fuzil e uma mensagem dizendo que ela se juntou à resistência civil para lutar contra a Rússia. É #FAKE. ," ""Ex-miss Ucrânia se junta à resistência civil armada contra a Russia"", diz uma legenda. ""Ex-miss Ucrânia abre mão das passarelas e se junta à resistência civil armada contra a Rússia"", diz outra. ",1
Por que as pessoas acreditam em fake news, G1 Fato ou Fake ,Há 3 meses,,,Primeiro episódio da série do g1 explica por que as mensagens falsas continuam se espalhando mesmo com a informação cada vez mais acessível para todos,,,3
É #FAKE que vídeo mostre tentativa de sequestro de duas meninas enquanto brincam no quintal de casa, Fato ou Fake ,Há 3 meses, 09/03/2022 ," Por Roney Domingos, g1 ",Gravações são apenas simulações para alertar os pais sobre os riscos de deixar crianças sozinhas.," Circula nas redes sociais vídeo que mostra imagens de câmeras de segurança flagrando a tentativa de sequestro de duas crianças no Brasil. As meninas, que brincam com uma boneca no quintal de casa, são abordadas por homens que chegam em uma moto. Uma mulher do lado interno do portão interrompe a ação. É #FAKE. ", O vídeo é uma simulação. Os próprios autores afirmam no final da publicação original que tudo não passa de uma encenação para conscientizar os pais sobre os riscos. O vídeo tem o símbolo de uma página no Facebook que reivindica sua autoria. ,1
É #FAKE que PM de SP fez cartaz sobre sequestradores que usam crianças e idosos para atrair vítimas, Fato ou Fake ,Há 3 meses, 10/03/2022 ," Por Roney Domingos, g1 ",Corporação afirma que não fez cartaz e que mensagem é falsa. ," Circula nas redes sociais um cartaz atribuído à Polícia Militar de São Paulo com orientações para se prevenir de um golpe usado por sequestradores. Segundo a mensagem, os criminosos usam crianças e idosos para atrair vítimas ao cativeiro. É #FAKE. "," A mensagem falsa diz: """,1
É #FAKE que g1 publicou reportagem afirmando que Lula pretende acabar com o PIX se assumir a Presidência em 2022, Fato ou Fake ,Há 3 meses, 08/06/2022 ," Por Roney Domingos, g1 ",Imagem que circula em redes sociais é uma montagem. O g1 não publicou reportagem com esse conteúdo.," Circula pelas redes sociais uma imagem de matéria do g1 com o título: ""Lula diz que um de seus projetos é acabar com o Pix assim que assumir a presidência"". A imagem atribui ao ex-presidente ainda a declaração: ""Brasileiro gosta é de receber seu salário , segurar e contar as notas. Esse negócio de Pix só favorece milicianos."" É #FAKE. ", A imagem falsa que circula nas redes sociais é uma montagem. O ,1
É #FAKE que vídeo mostre 'tufão de água' em Petrópolis, Fato ou Fake ,Há 4 meses, 24/02/2022 ," Por Roney Domingos, g1 ","Imagem foi registrada em Ibirité, em Minas Gerais. Imagem é relacionada a vapor de água produzido por usina termelétrica."," Circula nas redes sociais um vídeo que mostra uma mancha branca sobre uma cidade . O vídeo é acompanhado de um título que afirma: ""Não é fumaça. É o tufão de água caindo sobre Petrópolis."" É #FAKE. ", A mensagem falsa passou a circular depois que ,1
É #FAKE que vídeo mostre soldados brasileiros indo à Rússia para lutar contra a Ucrânia, Fato ou Fake ,Há 4 meses, 24/02/2022 ," Por Roney Domingos, g1 ","Imagens que viralizaram são de exercício militar feito em outubro de 2020, no Rio de Janeiro, com integrantes da Marinha, Exército e Aeronáutica. "," Circula nas redes sociais um vídeo mostrando homens com roupa camuflada e fuzis, acompanhado de uma legenda que diz que são soldados brasileiros chegando à Rússia para ajudar o país na invasão da Ucrânia. É #FAKE. "," As imagens, na verdade, são de ",1
É #FAKE que vídeo mostre garota ucraniana confrontando soldado russo durante guerra em 2022, Fato ou Fake ,Há 3 meses, 01/03/2022 ," Por Roney Domingos, g1 ","Imagens virais foram feitas em 2012, na Cisjordânia, e mostram Ahed Tamimi confrontando um soldado israelense. Ela se tornou um ícone da causa palestina e chegou a ser presa em 2018.", Circula nas redes sociais um vídeo que mostra uma garota de camiseta preta e calça vermelha gritando e ameaçando dar um soco em um soldado armado com um fuzil. Eles estão cercados por blindados e outros militares. Legendas afirmam que as cenas ocorreram na Ucrânia invadida pela Rússia em 2022. É #FAKE. ," Uma das legendas falsas afirma: ""Essa menina ucraniana pedindo para soldado russo voltar para seu país eu chorei ao ver esse vídeo"". Outra mensagem diz: ""Nesta guerra sempre vai aparecer imagens que vão ficar nas nossas memórias. Como desta menina ucraniana revoltada com o soldado russo que apenas observa a atitude de desespero da menina"". A mensagem fake circula em vários países e idiomas. ",1
É #FAKE que urnas eletrônicas precisam ter certificação do Inmetro, Fato ou Fake ,Há 4 meses, 08/06/2022 ," Por Roney Domingos, g1 ","Instituto  afirma que não tem embasamento técnico para avaliar a vulnerabilidade das urnas, produto que não está em sua competência. TSE diz que Inmetro não é uma das entidades legitimadas a atuarem nas diversas etapas do processo de fiscalização das eleições."," Circula pelas redes sociais uma mensagem que afirma que as urnas eleitorais eletrônicas brasileiras deveriam ser recolhidas por não serem certificadas pelo Instituto Nacional de Metrologia, Qualidade e Tecnologia (Inmetro). É #FAKE. "," A mensagem diz: """,1
